transaction_ref,reason,severity,flagged_at
be6b3674-08b3-4d37-9a25-2c887d463eef,velocity_breach,medium,2026-09-11T10:47:07.463Z
98bcd262-4fba-4ab7-b2e5-c0e6e8b6dfd0,velocity_breach,medium,2026-09-11T10:47:07.463Z
545610bb-4c24-4a79-a035-774e046d6d57,velocity_breach,medium,2026-09-11T10:47:07.463Z
21680820-2437-4fb6-ab43-71c4fce98c82,velocity_breach,medium,2026-09-11T10:47:07.463Z
b59bed21-a42d-46fa-83af-435b688d61b7,velocity_breach,medium,2026-09-11T10:47:07.463Z
3c858bce-9053-479d-87da-5340efa34529,velocity_breach,medium,2026-09-11T10:47:07.463Z
3e071779-8b47-4dde-a948-04d134a5d9ec,amount_outlier,medium,2026-09-11T10:47:07.463Z
ebaddb71-3985-4334-8ed9-998eb523420b,amount_outlier,medium,2026-09-11T10:47:07.463Z
c88d4aba-4932-4a8e-b96a-9f4020054031,amount_outlier,medium,2026-09-11T10:47:07.463Z
cd2429e6-a6e8-4221-9948-3b161f117518,amount_outlier,medium,2026-09-11T10:47:07.463Z
dc201bf1-24a1-4d8a-9772-1332d3eddbcc,amount_outlier,medium,2026-09-11T10:47:07.463Z
a4bf927d-1e56-4fc6-9ea8-d9f2cfe24d8a,amount_outlier,medium,2026-09-11T10:47:07.463Z
921ef9bd-19b8-45d7-90df-142ca3359295,amount_outlier,medium,2026-09-11T10:47:07.463Z
24476512-b27d-4d6b-bd23-66e8cd140276,amount_outlier,medium,2026-09-11T10:47:07.463Z
65b564cb-7697-4082-8419-7887789b562c,amount_outlier,medium,2026-09-11T10:47:07.463Z
864fabff-1af0-4392-801f-aafcdda9c0d1,amount_outlier,medium,2026-09-11T10:47:07.463Z
9f2f0a2a-39ea-481e-a1e6-4ce36d99e393,amount_outlier,medium,2026-09-11T10:47:07.463Z
d087ceb8-de8d-4b76-9acb-acefb49093d8,amount_outlier,medium,2026-09-11T10:47:07.463Z
09fe653c-72ed-4933-a08d-f208d6cd117e,amount_outlier,medium,2026-09-11T10:47:07.463Z
5a00f750-f6f5-4d8f-8dee-d9f7b51fecc1,amount_outlier,medium,2026-09-11T10:47:07.463Z
47c35647-5e37-42d3-a24b-5e6227b1fed7,amount_outlier,medium,2026-09-11T10:47:07.463Z
d63912d6-c2bd-4033-b543-84c82676e588,amount_outlier,medium,2026-09-11T10:47:07.463Z
